MEAN_RR,MEDIAN_RR,SDRR,RMSSD,condition,FID,results
854,849,69.92986946,8.28158283,no stress,854-849-69.92986946-8.28158283,0
837,839,62.96416167,12.08503174,time pressure,837-839-62.96416167-12.08503174,1
1008,999,153.1438439,16.26325872,time pressure,1008-999-153.1438439-16.26325872,1
930,737,368.4864119,13.25580679,no stress,930-737-368.4864119-13.25580679,0
853,850,68.64079507,15.14465343,no stress,853-850-68.64079507-15.14465343,0
880,884,65.52004508,10.04745487,time pressure,880-884-65.52004508-10.04745487,1
733,738,60.83479259,9.965140762999999,no stress,733-738-60.83479259-9.965140763,0
832,841,79.83165555,19.26530563,interruption,832-841-79.83165555-19.26530563,1
792,803,114.32290890000002,13.200675400000002,interruption,792-803-114.3229089-13.2006754,1
897,883,117.6316883,15.01792944,time pressure,897-883-117.6316883-15.01792944,1
991,994,139.17370359999998,20.60436514,interruption,991-994-139.1737036-20.60436514,1
743,745,62.35928741,10.54432756,no stress,743-745-62.35928741-10.54432756,0
742,700,190.9513746,21.08324026,no stress,742-700-190.9513746-21.08324026,0
575,566,52.84642824,9.013867675,time pressure,575-566-52.84642824-9.013867675,1
830,828,62.21902027,13.40660694,interruption,830-828-62.21902027-13.40660694,1
780,774,52.08678756,12.00134276,no stress,780-774-52.08678756-12.00134276,0
986,1003,130.7179882,22.19192688,interruption,986-1003-130.7179882-22.19192688,1
1121,1157,297.35941139999994,19.18740639,time pressure,1121-1157-297.3594114-19.18740639,1
793,792,49.18823323,12.15046215,no stress,793-792-49.18823323-12.15046215,0
1053,1066,158.23204819999998,16.068224,time pressure,1053-1066-158.2320482-16.068224,1
765,756,92.34712686,25.79520239,interruption,765-756-92.34712686-25.79520239,1
1100,1094,99.57146016,17.31182462,interruption,1100-1094-99.57146016-17.31182462,1
780,791,47.2999651,7.328115228,no stress,780-791-47.2999651-7.328115228,0
745,739,74.61466172,23.3799807,interruption,745-739-74.61466172-23.3799807,1
732,588,242.94293900000002,10.79916248,no stress,732-588-242.942939-10.79916248,0
749,750,55.98972979999999,9.994975128,no stress,749-750-55.9897298-9.994975128,0
985,977,80.85751637,14.28986681,no stress,985-977-80.85751637-14.28986681,0
670,689,96.84916428,19.68799757,no stress,670-689-96.84916428-19.68799757,0
1188,1269,416.7825568,19.43585313,time pressure,1188-1269-416.7825568-19.43585313,1
1038,1041,105.22042649999999,22.46587526,no stress,1038-1041-105.2204265-22.46587526,0
737,750,72.96021585,10.85607688,no stress,737-750-72.96021585-10.85607688,0
785,787,81.90104787,26.14603594,interruption,785-787-81.90104787-26.14603594,1
815,813,54.19744212,12.7418186,interruption,815-813-54.19744212-12.7418186,1
965,958,159.406143,17.45558136,time pressure,965-958-159.406143-17.45558136,1
1018,1023,93.83974187,21.79816985,no stress,1018-1023-93.83974187-21.79816985,0
880,880,59.27025612,10.8812336,no stress,880-880-59.27025612-10.8812336,0
756,749,133.743143,10.85241411,interruption,756-749-133.743143-10.85241411,1
802,806,69.1148964,15.98169562,no stress,802-806-69.1148964-15.98169562,0
980,974,78.65250535,13.79442517,no stress,980-974-78.65250535-13.79442517,0
778,780,52.99542998,12.68544411,no stress,778-780-52.99542998-12.68544411,0
778,778,49.65246279,11.18266941,no stress,778-778-49.65246279-11.18266941,0
886,907,103.7546775,15.19121233,time pressure,886-907-103.7546775-15.19121233,1
782,781,70.94539744,13.99446922,no stress,782-781-70.94539744-13.99446922,0
973,985,136.5111324,18.42256989,time pressure,973-985-136.5111324-18.42256989,1
872,869,74.03260107,12.80746719,no stress,872-869-74.03260107-12.80746719,0
737,742,59.181172499999995,9.190025951,no stress,737-742-59.1811725-9.190025951,0
918,839,328.3154753,17.21376795,interruption,918-839-328.3154753-17.21376795,1
700,694,68.46521011,20.45534325,no stress,700-694-68.46521011-20.45534325,0
867,866,78.05674325,13.98078288,interruption,867-866-78.05674325-13.98078288,1
707,711,153.1618253,17.59273479,no stress,707-711-153.1618253-17.59273479,0
715,716,33.86712579,9.334212935,no stress,715-716-33.86712579-9.334212935,0
793,784,98.66058249,8.805758625,no stress,793-784-98.66058249-8.805758625,0
846,862,103.3124211,12.54285927,no stress,846-862-103.3124211-12.54285927,0
723,715,74.17563747,21.95307165,no stress,723-715-74.17563747-21.95307165,0
782,787,70.53730233,12.21111896,interruption,782-787-70.53730233-12.21111896,1
827,828,62.50436657,18.24238187,time pressure,827-828-62.50436657-18.24238187,1
719,716,63.25688735,13.77746526,no stress,719-716-63.25688735-13.77746526,0
948,950,67.09527362,10.44333839,time pressure,948-950-67.09527362-10.44333839,1
809,845,116.1623995,17.65411265,no stress,809-845-116.1623995-17.65411265,0
784,784,54.3712317,11.87741182,interruption,784-784-54.3712317-11.87741182,1
717,718,34.7136992,9.176610613,no stress,717-718-34.7136992-9.176610613,0
845,848,170.1315052,15.52369736,no stress,845-848-170.1315052-15.52369736,0
860,864,63.33295127,14.27558435,no stress,860-864-63.33295127-14.27558435,0
859,871,77.75730081,12.9747296,time pressure,859-871-77.75730081-12.9747296,1
727,729,38.37720069,10.03344676,no stress,727-729-38.37720069-10.03344676,0
1031,1033,98.79021091,21.17677106,no stress,1031-1033-98.79021091-21.17677106,0
985,1022,160.4746907,18.16152229,time pressure,985-1022-160.4746907-18.16152229,1
807,814,58.10651082,14.39435743,interruption,807-814-58.10651082-14.39435743,1
880,892,99.08997499,13.00620304,no stress,880-892-99.08997499-13.00620304,0
787,790,49.48566853,11.15799056,interruption,787-790-49.48566853-11.15799056,1
998,967,332.4914414,15.30975254,no stress,998-967-332.4914414-15.30975254,0
945,901,142.25278390000003,17.30098226,no stress,945-901-142.2527839-17.30098226,0
816,830,105.14568659999999,15.26623074,no stress,816-830-105.1456866-15.26623074,0
942,959,124.3703815,16.03022765,no stress,942-959-124.3703815-16.03022765,0
806,818,109.01095159999998,14.31666506,time pressure,806-818-109.0109516-14.31666506,1
857,863,77.01629786,13.77432957,interruption,857-863-77.01629786-13.77432957,1
783,784,47.99145617,9.911046379,interruption,783-784-47.99145617-9.911046379,1
835,834,113.0971287,14.55316802,interruption,835-834-113.0971287-14.55316802,1
725,696,178.7790522,20.40419314,no stress,725-696-178.7790522-20.40419314,0
888,895,109.0707051,17.74312266,time pressure,888-895-109.0707051-17.74312266,1
676,671,98.48183084,12.092131599999998,no stress,676-671-98.48183084-12.0921316,0
860,800,291.0813639,17.46044519,interruption,860-800-291.0813639-17.46044519,1
804,807,80.40769289,15.10674077,no stress,804-807-80.40769289-15.10674077,0
996,989,194.8014365,22.13766198,time pressure,996-989-194.8014365-22.13766198,1
629,646,99.93996181,16.77076638,no stress,629-646-99.93996181-16.77076638,0
829,838,165.75677480000002,21.20947935,time pressure,829-838-165.7567748-21.20947935,1
1151,1084,287.15766460000003,16.54178703,time pressure,1151-1084-287.1576646-16.54178703,1
842,858,103.1422385,12.63169804,no stress,842-858-103.1422385-12.63169804,0
718,718,56.47292764,8.815065486,no stress,718-718-56.47292764-8.815065486,0
906,890,107.73652879999999,14.19455998,time pressure,906-890-107.7365288-14.19455998,1
820,821,55.93340913,19.52939555,no stress,820-821-55.93340913-19.52939555,0
920,933,101.0536315,16.15404353,time pressure,920-933-101.0536315-16.15404353,1
965,976,102.26624620000001,14.48294785,time pressure,965-976-102.2662462-14.48294785,1
894,905,84.53491994,14.15846642,no stress,894-905-84.53491994-14.15846642,0
727,721,72.86042916,22.86095285,interruption,727-721-72.86042916-22.86095285,1
1043,1054,122.12521470000002,17.36716515,interruption,1043-1054-122.1252147-17.36716515,1
746,750,62.43874146,10.49973671,no stress,746-750-62.43874146-10.49973671,0
931,933,73.31299071,11.45782514,no stress,931-933-73.31299071-11.45782514,0
774,771,44.73264222,10.98367501,no stress,774-771-44.73264222-10.98367501,0
824,829,71.36185609,14.20613855,interruption,824-829-71.36185609-14.20613855,1
772,777,46.70120521,9.086811104,interruption,772-777-46.70120521-9.086811104,1
756,766,66.90891667,10.56755313,interruption,756-766-66.90891667-10.56755313,1
1071,1072,93.24536551,20.9816201,interruption,1071-1072-93.24536551-20.9816201,1
1043,1054,122.1528986,17.352383800000002,interruption,1043-1054-122.1528986-17.3523838,1
704,706,81.67188928,17.53217215,no stress,704-706-81.67188928-17.53217215,0
789,781,73.60836287,10.95628508,no stress,789-781-73.60836287-10.95628508,0
714,716,75.72704207,14.868721599999999,no stress,714-716-75.72704207-14.8687216,0
899,892,110.6179227,14.31274597,time pressure,899-892-110.6179227-14.31274597,1
796,783,108.0894608,9.22794085,no stress,796-783-108.0894608-9.22794085,0
816,820,52.79823903,9.916210085,time pressure,816-820-52.79823903-9.916210085,1
776,770,60.72702276,14.99716719,interruption,776-770-60.72702276-14.99716719,1
759,717,167.90075259999998,21.14893273,time pressure,759-717-167.9007526-21.14893273,1
827,839,98.74109168,17.01210581,interruption,827-839-98.74109168-17.01210581,1
766,756,113.68569579999999,10.9919411,no stress,766-756-113.6856958-10.9919411,0
963,864,350.24219389999996,19.21050901,interruption,963-864-350.2421939-19.21050901,1
931,942,87.50865942,9.641852173,time pressure,931-942-87.50865942-9.641852173,1
745,745,56.48401483,10.05179215,no stress,745-745-56.48401483-10.05179215,0
835,837,60.8960284,11.91884688,time pressure,835-837-60.8960284-11.91884688,1
1007,1008,90.79730924,21.08191935,no stress,1007-1008-90.79730924-21.08191935,0
793,796,31.99400456,7.498158011,no stress,793-796-31.99400456-7.498158011,0
775,776,49.42655133,10.19299284,interruption,775-776-49.42655133-10.19299284,1
896,913,94.20971184,13.84603041,time pressure,896-913-94.20971184-13.84603041,1
616,595,72.53763779,8.926178092999999,no stress,616-595-72.53763779-8.926178093,0
810,801,92.8943093,13.40906504,interruption,810-801-92.8943093-13.40906504,1
748,750,64.54574908,9.715897401,no stress,748-750-64.54574908-9.715897401,0
782,784,52.51971271,11.710443699999999,interruption,782-784-52.51971271-11.7104437,1
750,751,81.40101312,12.98844923,no stress,750-751-81.40101312-12.98844923,0
869,859,100.4488817,11.43234987,no stress,869-859-100.4488817-11.43234987,0
905,906,90.41978222,13.76495952,time pressure,905-906-90.41978222-13.76495952,1
788,791,48.36201161,10.99735318,interruption,788-791-48.36201161-10.99735318,1
655,667,122.11146219999999,17.56772186,no stress,655-667-122.1114622-17.56772186,0
805,810,54.12061349,14.09181591,interruption,805-810-54.12061349-14.09181591,1
807,811,62.3489909,18.26961922,no stress,807-811-62.3489909-18.26961922,0
743,745,58.57835295,9.723892134,interruption,743-745-58.57835295-9.723892134,1
727,722,70.25393107,22.8124279,no stress,727-722-70.25393107-22.8124279,0
625,538,195.7132449,17.06710657,interruption,625-538-195.7132449-17.06710657,1
825,825,57.62360013,20.68410963,no stress,825-825-57.62360013-20.68410963,0
667,661,64.08130145,11.72045577,no stress,667-661-64.08130145-11.72045577,0
800,802,100.08685009999999,12.26447969,interruption,800-802-100.0868501-12.26447969,1
733,728,43.16764095,10.42351475,no stress,733-728-43.16764095-10.42351475,0
710,702,80.4274643,18.63561747,interruption,710-702-80.4274643-18.63561747,1
863,868,58.7358917,12.00300877,time pressure,863-868-58.7358917-12.00300877,1
679,686,156.4087139,14.97979599,no stress,679-686-156.4087139-14.97979599,0
783,721,199.9907918,20.13601048,time pressure,783-721-199.9907918-20.13601048,1
743,750,88.45544626,10.98928892,no stress,743-750-88.45544626-10.98928892,0
862,876,113.14098030000001,11.040678100000001,no stress,862-876-113.1409803-11.0406781,0
876,893,88.52606206,13.74045375,no stress,876-893-88.52606206-13.74045375,0
846,855,69.91809935,15.4546676,no stress,846-855-69.91809935-15.4546676,0
925,923,84.08064616,11.83599372,time pressure,925-923-84.08064616-11.83599372,1
698,705,74.24526962,18.90003092,no stress,698-705-74.24526962-18.90003092,0
733,729,79.10716553,20.72541951,interruption,733-729-79.10716553-20.72541951,1
922,929,131.898766,17.07704039,no stress,922-929-131.898766-17.07704039,0
789,795,57.33967154,10.75506219,interruption,789-795-57.33967154-10.75506219,1
702,710,69.26871316,16.78745151,no stress,702-710-69.26871316-16.78745151,0
629,584,157.6797996,17.30268151,no stress,629-584-157.6797996-17.30268151,0
927,726,371.2406082,14.18446306,no stress,927-726-371.2406082-14.18446306,0
614,595,71.5318636,8.806965376,no stress,614-595-71.5318636-8.806965376,0
700,694,42.94635199,10.28554944,no stress,700-694-42.94635199-10.28554944,0
760,758,81.93956258,23.28873168,interruption,760-758-81.93956258-23.28873168,1
1163,1095,274.03620689999997,16.07101094,time pressure,1163-1095-274.0362069-16.07101094,1
950,963,119.19784369999999,15.86460574,no stress,950-963-119.1978437-15.86460574,0
713,703,75.61158974,21.41020811,no stress,713-703-75.61158974-21.41020811,0
968,874,380.95705150000003,17.21194531,interruption,968-874-380.9570515-17.21194531,1
823,822,59.895805200000005,18.80182361,time pressure,823-822-59.8958052-18.80182361,1
834,836,66.83741041,14.40332762,interruption,834-836-66.83741041-14.40332762,1
787,786,48.88441043,11.7456616,no stress,787-786-48.88441043-11.7456616,0
751,767,64.00710883,8.187338199,no stress,751-767-64.00710883-8.187338199,0
894,893,46.32396405,9.661147163999999,interruption,894-893-46.32396405-9.661147164,1
770,756,111.20628329999998,11.472714199999999,no stress,770-756-111.2062833-11.4727142,0
946,940,104.12738759999999,14.41568594,time pressure,946-940-104.1273876-14.41568594,1
807,809,60.16447526,18.16296908,no stress,807-809-60.16447526-18.16296908,0
976,977,62.12032782,12.88649502,no stress,976-977-62.12032782-12.88649502,0
819,819,54.44522396,18.70051325,no stress,819-819-54.44522396-18.70051325,0
1185,1145,187.9576944,17.45496519,time pressure,1185-1145-187.9576944-17.45496519,1
793,791,64.43081003,6.981290246,no stress,793-791-64.43081003-6.981290246,0
863,856,69.38535092,11.44978675,no stress,863-856-69.38535092-11.44978675,0
910,913,92.65594042,22.42742116,interruption,910-913-92.65594042-22.42742116,1
728,724,40.66961058,10.26974599,no stress,728-724-40.66961058-10.26974599,0
983,966,171.4012086,16.36515137,time pressure,983-966-171.4012086-16.36515137,1
848,793,242.555969,16.58690025,no stress,848-793-242.555969-16.58690025,0
933,911,128.5515078,16.28085701,no stress,933-911-128.5515078-16.28085701,0
763,763,86.42227444,9.780065051000001,no stress,763-763-86.42227444-9.780065051,0
813,822,58.17796224,14.92311981,interruption,813-822-58.17796224-14.92311981,1
801,805,78.90122193,16.85353399,no stress,801-805-78.90122193-16.85353399,0
1038,1031,126.0436629,22.63467041,interruption,1038-1031-126.0436629-22.63467041,1
857,855,64.00374069,12.11431101,no stress,857-855-64.00374069-12.11431101,0
844,870,128.2448138,15.13804725,no stress,844-870-128.2448138-15.13804725,0
986,990,82.75621644,20.61330655,time pressure,986-990-82.75621644-20.61330655,1
937,939,73.33661119,11.83853767,time pressure,937-939-73.33661119-11.83853767,1
841,842,71.82844966,13.14933321,time pressure,841-842-71.82844966-13.14933321,1
783,790,59.92502479,8.020735162000001,no stress,783-790-59.92502479-8.020735162,0
903,907,95.65665303,22.10575434,interruption,903-907-95.65665303-22.10575434,1
849,852,56.99723193,14.18027177,time pressure,849-852-56.99723193-14.18027177,1
1178,1178,278.47285039999997,15.82240434,time pressure,1178-1178-278.4728504-15.82240434,1
732,730,51.64622043,9.423652738,no stress,732-730-51.64622043-9.423652738,0
869,872,94.5048923,21.4611205,interruption,869-872-94.5048923-21.4611205,1
752,747,80.24735138,24.35349197,interruption,752-747-80.24735138-24.35349197,1
746,725,115.0670612,14.613743,time pressure,746-725-115.0670612-14.613743,1
836,838,64.42143689999999,13.61352354,time pressure,836-838-64.4214369-13.61352354,1
891,893,72.57804794,13.8124585,time pressure,891-893-72.57804794-13.8124585,1
805,799,82.55696664,12.99563394,interruption,805-799-82.55696664-12.99563394,1
765,765,61.40786214,9.590508717999999,interruption,765-765-61.40786214-9.590508718,1
833,834,80.89274201,13.96190649,interruption,833-834-80.89274201-13.96190649,1
830,834,50.0731641,9.743984797000001,time pressure,830-834-50.0731641-9.743984797,1
814,807,101.0669642,8.598453028,no stress,814-807-101.0669642-8.598453028,0
757,750,133.5076684,11.04187357,interruption,757-750-133.5076684-11.04187357,1
